,minasrojas,militar,puertoayora,puertovillamil,puertobaccerizomoreno,eljunco,lagalapaguera,cuevadesucre,negra,crocker,rosa,
2022-05-10,1.0824e-05,0.0000,0.0019451,0.012014,6.2697e-06,0.011136,0.013874,0.0029659,0.0078803,0.0028365,0.0043887
2022-05-11,3.7552e-05,0.0000,0.020082,0.0068099,0.0000,0.0050257,0.0074625,0.0096258,0.013514,0.029724,0.0029809
2022-05-12,3.5262e-06,0.0000,0.012036,0.025205,0.0000,0.0041477,0.024728,0.0011056,0.012612,0.0047834,4.6434e-05
2022-05-13,0.0000,0.0000,0.00013445,7.2436e-07,1.0246e-05,0.00017491,0.0043345,1.2453e-06,0.0039496,0.0025900,1.0831e-06
2022-05-14,0.0000,0.0000,0.00029097,0.0061484,0.0000,0.0057865,0.0042927,0.00028580,4.9341e-05,3.1044e-05,0.0000
2022-05-15,4.7591e-06,0.0000,0.019871,0.010167,0.0000,0.0082037,0.0061605,0.00030123,0.015508,0.0079026,0.00025682
2022-05-16,1.2357e-07,0.0000,0.0069643,0.0076786,8.4807e-05,0.00019597,0.0090593,2.1426e-06,0.0020080,2.2731e-05,9.3942e-06
2022-05-17,0.0000,0.0000,0.0085641,0.0038182,8.7370e-07,7.4420e-06,0.0042225,1.3317e-07,0.021489,1.2452e-06,7.8491e-07
2022-05-18,1.9061e-07,0.0000,0.0064164,0.0025382,5.2873e-07,8.8820e-05,0.0075385,0.00024057,0.012385,7.2256e-05,0.00017273
2022-05-19,0.0000,0.0000,0.0038039,0.0088996,9.7782e-05,0.00036813,0.016003,0.0064446,1.5733e-05,1.0031e-05,2.5948e-06
2022-05-20,6.2016e-05,0.0000,0.0080530,0.065906,0.0067052,0.0084619,0.027176,0.025836,0.010978,0.0083541,0.0029649
2022-05-21,2.1476e-07,0.00032970,0.0087148,0.0046237,0.0000,0.00020766,0.0053280,0.0076511,0.0025154,0.00043473,3.5496e-05
2022-05-22,0.0000,0.0000,0.0029290,0.012424,3.0723e-06,0.0042102,0.012533,0.0019036,0.00022201,0.00038952,3.2120e-07
2022-05-23,0.00013164,0.0000,0.012700,0.0088141,0.0010550,0.15611,0.056993,0.016395,0.16014,0.042019,0.0016558
2022-05-24,0.00060556,0.0000,0.061260,0.036056,0.00085306,0.076863,0.062131,0.0076554,0.081582,0.053476,0.0082023
2022-05-25,4.9179e-07,0.0000,0.011277,0.014162,0.00017307,0.017145,0.032404,0.035120,0.057251,0.0010915,0.00023184
2022-05-26,6.0781e-06,0.0000,0.019961,0.018340,0.0000,0.00046750,0.014200,0.011063,0.0044881,0.0029275,2.3002e-05
2022-05-27,4.0164e-07,0.0000,0.025416,0.010147,0.00027617,0.0089989,0.027790,0.0028149,0.0014516,0.0010765,0.00086974
2022-05-28,0.00019346,0.0000,0.068733,0.0075044,0.0014058,0.0067689,0.020534,0.0069811,0.066365,0.023794,0.0040833
2022-05-29,0.0057457,2.3586e-07,0.0037290,0.010323,1.3421e-06,0.038002,0.043822,0.0084343,0.048503,0.0089104,0.013105
2022-05-30,0.00098455,0.0019562,0.10870,0.17037,0.010296,0.27571,0.30406,0.055510,0.27859,0.10380,0.056830
2022-05-31,0.0054462,0.0036202,0.017983,0.0023628,0.059533,0.17756,0.053848,0.030288,0.15431,0.13062,0.036279
