minasrojas,-0.618625,-90.3673,
militar,-0.489962,-90.2808,
puertoayora,-0.743708,-90.3027,
puertovillamil,-0.946400,-90.9741,
puertobaccerizomoreno,-0.89515,-89.6068,
eljunco,-0.8865009572447375, -89.48888078166328,
lagalapaguera,-0.91197,-89.4387,
cuevadesucre,-0.843216,-91.0284,
negra,-0.8099954,-91.15607,
crocker,-0.642398,-90.326,
rosa,-0.65453,-90.4035,
